StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/15 16:45:34.075964,0.301367,udp,147.32.84.229,13363,  <->,110.165.224.171,55257,CON,0,0,4,2990,60,flow=Background-UDP-Established
2011/08/15 16:45:34.075970,1311.940308,tcp,147.32.84.229,13363,  <?>,174.252.134.166,49210,PA_PA,0,0,29,2304,1286,flow=Background
2011/08/15 16:45:34.094683,1244.912231,udp,147.32.86.165,12114,  <->,93.142.187.202,43434,CON,0,0,4,502,356,flow=Background-UDP-Established
2011/08/15 16:45:34.150251,0.017517,udp,147.32.85.40,56615,  <->,147.32.80.9,53,CON,0,0,2,513,82,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.169067,71.749207,tcp,147.32.85.40,3780,   ->,2.21.108.20,80,FSPA_FSPA,0,0,10,1700,1158,flow=Background-TCP-Established
2011/08/15 16:45:34.209373,0.000706,udp,99.126.194.142,43343,  <->,147.32.84.229,13363,CON,0,0,2,953,80,flow=Background-UDP-Established
2011/08/15 16:45:34.214636,0.000530,udp,209.149.142.123,1156,  <->,147.32.84.229,13363,CON,0,0,2,136,76,flow=Background-UDP-Established
2011/08/15 16:45:34.285128,624.550720,udp,71.202.149.35,11667,  <->,147.32.84.229,13363,CON,0,0,4,480,356,flow=Background-UDP-Established
2011/08/15 16:45:34.293308,0.000314,udp,147.32.84.138,39045,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.299403,0.000160,udp,147.32.84.138,44906,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.302531,999.165100,udp,175.180.181.99,5053,  <->,147.32.84.229,13363,CON,0,0,6,1253,575,flow=Background-UDP-Established
2011/08/15 16:45:34.305134,0.000014,udp,147.32.84.138,60718,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.307071,0.000306,udp,147.32.84.138,48119,  <->,147.32.80.9,53,CON,0,0,2,296,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.307082,0.000305,udp,147.32.84.138,48119,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.312110,0.000194,udp,147.32.84.138,51778,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.317616,0.000178,udp,147.32.84.138,39232,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.322921,0.000255,udp,147.32.84.138,35546,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.324514,0.000223,udp,147.32.84.59,32850,  <->,147.32.80.9,53,CON,0,0,2,219,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.325020,0.000159,udp,147.32.84.59,34307,  <->,147.32.80.9,53,CON,0,0,2,228,89,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.325708,0.017039,udp,147.32.84.59,37222,  <->,147.32.80.9,53,CON,0,0,2,238,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.326782,0.000292,udp,147.32.84.59,36184,  <->,147.32.80.9,53,CON,0,0,2,219,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.327437,0.000248,udp,147.32.84.59,36041,  <->,147.32.80.9,53,CON,0,0,2,228,89,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.328041,0.014807,udp,147.32.84.59,56483,  <->,147.32.80.9,53,CON,0,0,2,238,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.329080,0.000300,udp,147.32.84.138,44798,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.343475,1.194113,tcp,147.32.84.59,60162,   ->,66.220.147.14,443,FSPA_FSPA,0,0,17,4300,1625,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:34.343556,1.213271,tcp,147.32.84.59,60163,   ->,66.220.147.14,443,FSPA_FSPA,0,0,17,3841,1344,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:34.370462,12.106162,tcp,147.32.84.118,1662,   ->,92.156.59.51,6881,S_,0,,3,186,186,flow=Background-TCP-Attempt
2011/08/15 16:45:34.376807,0.000261,udp,147.32.85.89,50812,  <->,147.32.80.9,53,CON,0,0,2,204,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.403894,1552.077515,udp,125.230.148.253,49497,  <->,147.32.84.229,13363,CON,0,0,54,8982,4570,flow=Background-UDP-Established
2011/08/15 16:45:34.437359,1646.101929,udp,147.32.84.229,13363,  <->,78.141.179.7,34015,CON,0,0,20,1400,780,flow=Background-UDP-Established
2011/08/15 16:45:34.502859,0.000329,udp,147.32.86.20,56994,  <->,147.32.80.9,53,CON,0,0,2,314,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.503460,0.169360,tcp,147.32.86.20,4068,   ->,87.98.230.229,80,FSPA_FSPA,0,0,63,57734,1393,flow=Background-TCP-Established
2011/08/15 16:45:34.558972,0.002046,udp,67.173.26.62,50592,  <->,147.32.84.229,13363,CON,0,0,2,540,480,flow=Background-UDP-Established
2011/08/15 16:45:34.572835,0.001740,udp,119.154.47.201,42589,  <->,147.32.84.229,13363,CON,0,0,2,532,472,flow=Background-UDP-Established
2011/08/15 16:45:34.613520,1640.664307,udp,78.141.179.11,34041,  <->,147.32.84.229,13363,CON,0,0,8,3574,480,flow=Background-UDP-Established
2011/08/15 16:45:34.650580,0.131942,tcp,147.32.86.187,53948,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2022,1351,flow=Background-TCP-Established
2011/08/15 16:45:34.660864,747.629700,udp,78.134.69.237,53464,  <->,147.32.84.229,13363,CON,0,0,6,402,222,flow=Background-UDP-Established
2011/08/15 16:45:34.676309,0.188738,tcp,147.32.84.59,25304,   ->,85.17.172.100,80,FSPA_FSA,0,0,8,1508,1079,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:34.721819,418.250275,udp,90.151.253.132,63722,  <->,147.32.84.229,13363,CON,0,0,6,405,225,flow=Background-UDP-Established
2011/08/15 16:45:34.726352,1468.274902,tcp,147.32.84.59,50065,  <?>,147.32.192.34,993,PA_PA,0,0,72,7100,3882,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:34.741460,0.000396,udp,147.32.85.40,59774,  <->,147.32.80.9,53,CON,0,0,2,569,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.742448,71.167740,tcp,147.32.85.40,3781,   ->,74.125.232.192,443,SRPA_SPA,0,0,48,33567,3999,flow=Background-google-analytics1
2011/08/15 16:45:34.766519,45.706326,tcp,147.32.84.59,3743,   ->,147.32.80.13,80,FSPA_FSPA,0,0,10,1370,906,flow=To-Background-CVUT-Proxy
2011/08/15 16:45:34.823684,0.131662,tcp,147.32.86.187,53949,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2086,1352,flow=Background-TCP-Established
2011/08/15 16:45:34.855831,0.001244,tcp,147.32.86.165,60866,  <?>,195.113.232.98,80,FA_FA,0,0,3,180,120,flow=Background
2011/08/15 16:45:34.871195,0.012164,udp,173.93.129.35,53394,  <->,147.32.84.229,13363,CON,0,0,4,665,544,flow=Background-UDP-Established
2011/08/15 16:45:34.893449,0.000307,udp,147.32.84.138,39901,  <->,147.32.80.9,53,CON,0,0,2,294,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.893456,0.000364,udp,147.32.84.138,39901,  <->,147.32.80.9,53,CON,0,0,2,206,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.952028,0.000184,udp,147.32.84.138,57131,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.965002,0.000192,udp,147.32.84.138,36065,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.970120,1198.539429,udp,41.201.174.185,1733,  <->,147.32.84.229,13363,CON,0,0,8,958,710,flow=Background-UDP-Established
2011/08/15 16:45:34.973628,0.000238,udp,147.32.84.138,53887,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.977369,0.000207,udp,147.32.84.138,59904,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.978203,0.000235,udp,147.32.84.138,51924,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.979173,0.000336,udp,147.32.84.138,35184,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:34.980181,0.000337,udp,147.32.84.138,53993,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.016814,0.000327,udp,147.32.84.138,41205,  <->,147.32.80.9,53,CON,0,0,2,304,83,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.016828,0.000326,udp,147.32.84.138,41205,  <->,147.32.80.9,53,CON,0,0,2,216,83,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.038385,0.170740,tcp,147.32.86.187,53950,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,1950,1354,flow=Background-TCP-Established
2011/08/15 16:45:35.073649,1582.651855,udp,195.202.235.112,14183,  <->,147.32.84.229,13363,CON,0,0,16,1696,1200,flow=Background-UDP-Established
2011/08/15 16:45:35.082730,85.831917,tcp,147.32.85.40,3782,   ->,74.125.232.192,443,SRPA_SPA,0,0,25,7409,2946,flow=Background-google-analytics1
2011/08/15 16:45:35.151282,85.779533,tcp,147.32.85.40,3784,   ->,74.125.232.220,80,FSPA_FSPA,0,0,13,5108,2859,flow=Background-TCP-Established
2011/08/15 16:45:35.151573,0.000779,udp,80.4.168.165,20559,  <->,147.32.84.229,13363,CON,0,0,2,133,73,flow=Background-UDP-Established
2011/08/15 16:45:35.192491,0.114301,tcp,147.32.86.187,53951,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,1951,1300,flow=Background-TCP-Established
2011/08/15 16:45:35.274516,0.285931,tcp,147.32.86.187,53952,   ->,79.125.116.60,80,FSPA_FSPA,0,0,15,9813,1364,flow=Background-TCP-Established
2011/08/15 16:45:35.317510,0.000355,udp,147.32.86.20,60606,  <->,147.32.80.9,53,CON,0,0,2,261,84,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.318060,0.207002,tcp,147.32.86.20,4069,   ->,188.138.84.239,80,FSPA_FSPA,0,0,39,30366,1029,flow=Background-TCP-Established
2011/08/15 16:45:35.371180,44.412289,udp,217.146.242.162,32481,  <->,147.32.84.229,13363,CON,0,0,6,3195,161,flow=Background-UDP-Established
2011/08/15 16:45:35.408447,1560.751709,udp,147.32.84.136,50849,  <->,212.71.128.157,123,CON,0,0,12,1080,540,flow=Background-UDP-NTP-Established-1
2011/08/15 16:45:35.427680,0.000404,udp,147.32.84.186,33283,  <->,147.32.80.9,53,CON,0,0,2,331,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.428318,0.000348,udp,147.32.84.186,39288,  <->,147.32.80.9,53,CON,0,0,2,304,83,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.432238,0.000184,udp,147.32.84.138,43163,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.436042,1662.482178,udp,147.32.84.229,13363,  <->,178.2.114.253,17214,CON,0,0,10,1660,715,flow=Background-UDP-Established
2011/08/15 16:45:35.437151,0.000286,udp,147.32.84.138,39711,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.438028,0.000193,udp,147.32.84.138,43346,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.442610,0.000175,udp,147.32.84.138,48500,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.443586,0.000486,udp,65.191.182.50,39917,  <->,147.32.84.229,13363,CON,0,0,2,136,76,flow=Background-UDP-Established
2011/08/15 16:45:35.447060,0.000156,udp,147.32.84.138,59272,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.448330,0.000264,udp,147.32.84.138,56511,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.448869,0.000223,udp,147.32.84.138,43518,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.449189,0.000220,udp,147.32.84.138,53254,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.454311,0.000284,udp,147.32.84.138,47508,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.454318,0.000284,udp,147.32.84.138,48527,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.460305,0.000280,udp,147.32.84.138,38467,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.462421,0.000161,udp,147.32.84.138,48564,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.463001,0.000000,tcp,96.16.227.191,80,   ->,147.32.87.155,38822,SA_,0,,1,60,60,flow=Background-TCP-Established
2011/08/15 16:45:35.473027,0.000000,tcp,147.32.86.5,2310,   ->,192.168.163.1,34571,S_,0,,1,62,62,flow=Background-TCP-Attempt
2011/08/15 16:45:35.474215,919.480957,udp,41.233.217.140,31923,  <->,147.32.84.229,13363,CON,0,0,12,1528,1039,flow=Background-UDP-Established
2011/08/15 16:45:35.482326,0.000793,udp,219.124.35.89,20945,  <->,147.32.84.229,13363,CON,0,0,2,136,76,flow=Background-UDP-Established
2011/08/15 16:45:35.491173,1235.036133,udp,68.2.37.113,54035,  <->,147.32.84.229,13363,CON,0,0,6,720,534,flow=Background-UDP-Established
2011/08/15 16:45:35.500353,0.000267,udp,147.32.84.186,43244,  <->,147.32.80.9,53,CON,0,0,2,294,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.517023,1215.122314,udp,94.34.119.84,54639,  <->,147.32.84.229,13363,CON,0,0,6,786,537,flow=Background-UDP-Established
2011/08/15 16:45:35.522030,0.541119,udp,192.168.88.173,58960,   ->,192.168.95.255,137,INT,0,,3,276,276,flow=Background-UDP-Attempt
2011/08/15 16:45:35.564312,0.238863,udp,147.32.87.252,54090,  <->,204.195.12.93,30794,CON,0,0,2,138,78,flow=Background-UDP-Established
2011/08/15 16:45:35.568820,218.802032,icmp,92.156.59.51,0x0103,   ->,147.32.84.118,0x5c9c,URH,0,,6,540,540,flow=Background
2011/08/15 16:45:35.602736,6.147613,tcp,147.32.84.134,43591,   ->,109.123.211.195,8950,FSPA_FSPA,0,0,11,2034,1243,flow=From-Normal-V46-Jist
2011/08/15 16:45:35.604008,1078.522461,udp,147.32.84.229,13363,  <->,82.48.5.94,11779,CON,0,0,5,950,204,flow=Background-UDP-Established
2011/08/15 16:45:35.604066,88.653023,udp,147.32.84.229,13363,  <->,173.24.92.90,33230,CON,0,0,6,3329,124,flow=Background-UDP-Established
2011/08/15 16:45:35.607803,0.025675,udp,147.32.86.187,61971,  <->,147.32.80.9,53,CON,0,0,2,383,91,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.610339,0.139749,tcp,147.32.86.187,53953,   ->,79.125.116.60,80,FSPA_FSPA,0,0,11,2028,1242,flow=Background-TCP-Established
2011/08/15 16:45:35.614500,0.133743,tcp,147.32.86.187,53954,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2881,1240,flow=Background-TCP-Established
2011/08/15 16:45:35.635243,0.000217,udp,147.32.86.187,58300,  <->,147.32.80.9,53,CON,0,0,2,260,91,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.642840,60.382137,tcp,147.32.86.187,53955,   ->,174.129.235.235,80,FSPA_FSPA,0,0,16,6176,1668,flow=Background-TCP-Established
2011/08/15 16:45:35.643088,60.334949,tcp,147.32.84.59,57321,   ->,50.19.234.35,80,SRPA_FSPA,0,0,10,1526,1086,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:35.659596,0.000821,udp,120.75.248.182,47184,  <->,147.32.84.229,13363,CON,0,0,2,541,77,flow=Background-UDP-Established
2011/08/15 16:45:35.701117,0.007265,tcp,147.32.86.194,4101,   ->,77.75.77.140,80,FSPA_FSPA,0,0,12,1628,719,flow=Background-TCP-Established
2011/08/15 16:45:35.708556,0.026397,udp,147.32.85.40,52392,  <->,147.32.80.9,53,CON,0,0,2,479,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.712365,0.011216,tcp,147.32.86.194,4103,   ->,77.75.77.140,80,FSPA_FSPA,0,0,12,2283,746,flow=Background-TCP-Established
2011/08/15 16:45:35.714779,0.018971,tcp,147.32.86.194,4105,   ->,77.75.77.140,80,FSPA_FSPA,0,0,12,2283,746,flow=Background-TCP-Established
2011/08/15 16:45:35.716340,0.021526,tcp,147.32.86.194,4107,   ->,77.75.77.140,80,FSPA_FSPA,0,0,12,2283,746,flow=Background-TCP-Established
2011/08/15 16:45:35.734302,0.002102,udp,46.0.45.175,18607,  <->,147.32.84.229,13363,CON,0,0,2,547,487,flow=Background-UDP-Established
2011/08/15 16:45:35.736233,70.174606,tcp,147.32.85.40,3786,   ->,195.113.232.88,80,FSPA_FSPA,0,0,10,1846,1146,flow=Background-TCP-Established
2011/08/15 16:45:35.739385,0.001796,udp,147.32.86.187,52356,  <->,147.32.80.9,53,CON,0,0,2,537,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.742120,0.020322,udp,147.32.86.187,57994,  <->,147.32.80.9,53,CON,0,0,2,340,71,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.743067,0.000315,udp,147.32.86.187,50107,  <->,147.32.80.9,53,CON,0,0,2,296,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.747497,0.000224,udp,147.32.86.187,58153,  <->,147.32.80.9,53,CON,0,0,2,238,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.755098,0.000337,udp,147.32.86.187,58190,  <->,147.32.80.9,53,CON,0,0,2,197,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.761419,0.000360,udp,147.32.86.187,52843,  <->,147.32.80.9,53,CON,0,0,2,400,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.763986,0.000255,udp,147.32.86.187,55478,  <->,147.32.80.9,53,CON,0,0,2,218,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.763994,0.020545,udp,147.32.86.187,56468,  <->,147.32.80.9,53,CON,0,0,2,214,71,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.777493,0.289874,udp,87.142.38.225,63362,  <->,147.32.84.229,13363,CON,0,0,2,274,176,flow=Background-UDP-Established
2011/08/15 16:45:35.777498,44.792328,tcp,147.32.86.194,4109,   ->,77.75.72.22,80,FSPA_FSRPA,0,0,1723,1715736,36897,flow=Background-TCP-Established
2011/08/15 16:45:35.806983,2.828953,tcp,66.249.66.119,39865,   ->,147.32.84.188,80,FSPA_FSPA,0,0,18,6305,1294,flow=Background-TCP-Established
2011/08/15 16:45:35.811328,0.394927,tcp,147.32.84.118,1663,   ->,94.24.141.70,6881,SRPA_FSRPA,0,0,12,1141,572,flow=Background-TCP-Established
2011/08/15 16:45:35.834495,1289.964355,udp,147.32.84.229,13363,  <->,178.16.43.179,15257,CON,0,0,6,813,534,flow=Background-UDP-Established
2011/08/15 16:45:35.834552,1296.026489,udp,147.32.84.229,13363,   ->,188.192.178.87,52262,INT,0,,6,1068,1068,flow=Background-UDP-Attempt
2011/08/15 16:45:35.851029,0.332821,tcp,147.32.84.59,64403,   ->,76.13.114.90,80,FSPA_FSPA,0,0,9,1541,699,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:35.854844,1600.279663,udp,94.215.87.247,41715,  <->,147.32.84.229,13363,CON,0,0,20,2935,1506,flow=Background-UDP-Established
2011/08/15 16:45:35.873200,1295.987915,icmp,188.192.178.87,0x0d03,   ->,147.32.84.229,,URFIL,0,,6,420,420,flow=Background
2011/08/15 16:45:35.877493,0.111238,udp,147.32.84.184,59371,  <->,129.21.192.83,43941,CON,0,0,2,234,172,flow=Background-UDP-Established
2011/08/15 16:45:35.887969,0.000000,tcp,96.16.227.191,80,   ->,147.32.84.70,53082,SA_,0,,1,60,60,flow=Background-TCP-Established
2011/08/15 16:45:35.904479,0.024681,udp,147.32.87.252,54090,  <->,78.141.179.11,34035,CON,0,0,2,240,177,flow=Background-UDP-Established
2011/08/15 16:45:35.909340,5.570503,tcp,147.32.86.194,4111,   ->,77.75.72.72,80,FSPA_FSPA,0,0,11,1814,768,flow=Background-TCP-Established
2011/08/15 16:45:35.914564,8.993957,tcp,147.32.84.118,1664,   ->,109.92.86.223,6881,S_,0,,3,186,186,flow=Background-TCP-Attempt
2011/08/15 16:45:35.942184,0.000438,udp,147.32.86.187,62665,  <->,147.32.80.9,53,CON,0,0,2,604,84,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.944233,0.000297,udp,147.32.86.187,63323,  <->,147.32.80.9,53,CON,0,0,2,262,84,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.952236,249.956406,tcp,147.32.86.187,53956,   ->,74.125.232.196,80,FSPA_FSRPA,0,0,21,2615,1655,flow=Background-google-analytics5
2011/08/15 16:45:35.961153,0.010721,udp,147.32.86.187,53284,  <->,147.32.80.9,53,CON,0,0,2,619,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.973338,0.010003,udp,147.32.86.187,56183,  <->,147.32.80.9,53,CON,0,0,2,298,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:35.981757,0.135059,tcp,147.32.86.187,53957,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2220,1315,flow=Background-TCP-Established
2011/08/15 16:45:35.983181,1255.086792,udp,147.32.84.229,13363,   ->,78.128.85.187,21367,INT,0,,9,1350,1350,flow=Background-UDP-Attempt
2011/08/15 16:45:35.988958,0.131237,tcp,147.32.86.187,53958,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2218,1314,flow=Background-TCP-Established
2011/08/15 16:45:35.992911,0.140067,tcp,147.32.86.187,53959,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2220,1315,flow=Background-TCP-Established
2011/08/15 16:45:35.996655,0.132684,tcp,147.32.86.187,53960,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2162,1294,flow=Background-TCP-Established
2011/08/15 16:45:36.000158,0.132201,tcp,147.32.86.187,53961,   ->,79.125.116.60,80,FSPA_FSPA,0,0,10,2163,1294,flow=Background-TCP-Established
2011/08/15 16:45:36.004388,0.074143,tcp,147.32.86.187,53962,   ->,95.172.94.52,80,FSPA_FSPA,0,0,8,1465,1074,flow=Background-TCP-Established
2011/08/15 16:45:36.053403,0.000397,udp,147.32.84.59,51945,  <->,147.32.80.9,53,CON,0,0,2,593,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:36.053419,0.000484,udp,147.32.84.59,51945,  <->,147.32.80.9,53,CON,0,0,2,251,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:36.054684,0.015817,tcp,147.32.84.59,54088,   ->,74.125.232.199,80,SR_SA,0,0,3,208,134,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.056200,40.041439,udp,80.77.114.5,32858,  <->,147.32.84.229,13363,CON,0,0,6,837,714,flow=Background-UDP-Established
2011/08/15 16:45:36.062919,1320.032593,udp,195.59.186.209,10805,  <->,147.32.84.229,13363,CON,0,0,6,816,591,flow=Background-UDP-Established
2011/08/15 16:45:36.067733,0.000365,udp,147.32.84.59,59450,  <->,147.32.80.9,53,CON,0,0,2,400,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:36.067740,0.000522,udp,147.32.84.59,59450,  <->,147.32.80.9,53,CON,0,0,2,218,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/15 16:45:36.071675,124.669853,tcp,147.32.84.59,40515,   ->,209.85.148.103,80,FSPA_FSPA,0,0,62,36386,6693,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.085189,0.002070,udp,188.122.229.236,12520,  <->,147.32.84.229,13363,CON,0,0,2,556,496,flow=Background-UDP-Established
2011/08/15 16:45:36.087506,0.405144,udp,147.32.84.229,13363,  <->,119.193.164.89,9775,CON,0,0,4,2969,60,flow=Background-UDP-Established
2011/08/15 16:45:36.089150,0.021394,tcp,147.32.84.59,45167,   ->,217.77.163.141,443,FSPA_FSPA,0,0,13,2439,1573,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.089354,0.021999,tcp,147.32.84.59,45168,   ->,217.77.163.141,443,FSPA_FSPA,0,0,13,2440,1574,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.089556,0.028255,tcp,147.32.84.59,45169,   ->,217.77.163.141,443,FSPA_FSPA,0,0,17,7589,1695,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.089780,0.023369,tcp,147.32.84.59,45170,   ->,217.77.163.141,443,FSPA_FSPA,0,0,14,2682,1642,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.090048,0.024458,tcp,147.32.84.59,45171,   ->,217.77.163.141,443,FSPA_FSPA,0,0,14,2932,1641,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.092815,0.001899,udp,173.217.93.57,16781,  <->,147.32.84.229,13363,CON,0,0,2,533,473,flow=Background-UDP-Established
2011/08/15 16:45:36.101482,1.841158,tcp,197.128.88.144,61675,   ->,147.32.87.238,39371,FSRPA_FSPA,0,0,19,1362,772,flow=Background-TCP-Established
2011/08/15 16:45:36.109428,0.017018,tcp,147.32.84.59,45172,   ->,217.77.163.141,443,FSPA_FSPA,0,0,13,2564,1585,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.110277,0.016487,tcp,147.32.84.59,45173,   ->,217.77.163.141,443,FSPA_FSPA,0,0,14,2702,1644,flow=Background-Established-cmpgw-CVUT
2011/08/15 16:45:36.111745,0.019038,tcp,147.32.84.59,45174,   ->,217.77.163.141,443,FSPA_FSPA,0,0,15,5452,1632,flow=Background-Established-cmpgw-CVUT
